section,section_height,d13C,d13C_std,d18O,d18O_std,strat_m,mts_mtx,si_d,d44_40Ca,87Sr/86Sr,Ca_ppm,Mg_ppm,Al_ppm,Fe_ppm,K_ppm,Mn_ppm,Na_ppm,Sr_ppm
T40,349.1,3.34,0.118,-7.04,0.245,4044.1,mtx,0.01,,,,,,,,,,
T40,349.6,3.72,0.064,-6.74,0.102,4044.6,mtx,0.5,,0.70666,311473.0,1640.0,119.0,177.0,295.0,177.0,,1218.0
T40,349.6,,,,,4044.6,mts,0.5,,,418690.0,769.0,13.0,57.0,95.0,202.0,,264.0
T40,350.0,2.37,0.099,-7.2,0.277,4045.0,mtx,0.9,,,,,,,,,,
T40,350.8,3.66,0.149,-7.63,0.728,4045.8,mtx,1.7,,,,,,,,,,
T40,352.3,4.16,0.065,-7.5,0.114,4047.3,mtx,0.2,,,,,,,,,,
T40,353.9,4.24,0.09,-6.91,0.1,4048.9,mtx,0.5,,,,,,,,,,
T40,355.1,4.17,0.095,-8.28,0.487,4050.1,mtx,0.01,,,,,,,,,,
T40,356.6,3.23,0.054,-6.25,0.201,4051.6,mtx,0.3,,,,,,,,,,
T40,356.9,4.39,0.06,-8.09,0.177,4051.9,mtx,0.01,,0.70666,315619.0,1875.0,140.0,225.0,340.0,124.0,,1003.0
T40,356.9,3.39,0.088,-5.49,0.168,4051.9,mts,0.01,,0.70669,435297.0,1375.0,42.0,37.0,131.0,172.0,,679.0
T40,358.0,6.06,0.035,-7.08,0.2,4053.0,mtx,0.1,,,,,,,,,,
T40,359.5,5.59,0.107,-8.33,0.121,4054.5,mtx,0.01,,,,,,,,,,
T40,360.9,5.77,0.099,-8.38,0.238,4055.9,mtx,1.4,,,,,,,,,,
T40,361.9,5.74,0.074,-8.05,0.262,4056.9,mtx,2.4,,,,,,,,,,
T40,362.7,5.56,0.055,-11.15,0.159,4057.7,mtx,3.2,,,,,,,,,,
T40,363.3,6.13,0.1,-9.44,0.09,4058.3,mtx,3.8,,,,,,,,,,
T40,364.3,4.67,0.029,-10.04,0.315,4059.3,mtx,4.8,,,,,,,,,,
T40,365.1,3.69,0.052,-9.93,0.152,4060.1,mtx,5.6,,,366944.0,1736.0,477.0,438.0,1793.0,728.0,118.0,193.0
T40,366.7,1.87,0.05,-8.6,0.241,4061.7,mtx,4.3,,,,,,,,,,
T40,367.9,0.45,0.021,-11.12,0.163,4062.9,mtx,3.1,,,,,,,,,,
T40,369.6,5.34,0.053,-3.34,0.127,4064.6,mtx,1.4,,,,,,,,,,
T40,370.6,5.19,0.078,-2.9,0.144,4065.6,mtx,0.4,,,,,,,,,,
T40,373.5,5.35,0.061,-3.6,0.139,4068.5,mtx,0.2,,,,,,,,,,
T40,374.5,5.23,0.066,-3.77,0.123,4069.5,mtx,1.2,,,,,,,,,,
T40,375.0,5.23,0.074,-3.57,0.092,4070.0,mtx,1.7,,,,,,,,,,
T40,375.7,5.3,0.106,-3.5,0.157,4070.7,mtx,1.2,,,,,,,,,,
T40,377.5,5.24,0.087,-4.04,0.236,4072.5,mtx,0.2,,,,,,,,,,
T40,378.5,5.14,0.099,-3.34,0.321,4073.5,mtx,0.1,,,,,,,,,,
T40,380.6,3.7,0.069,-8.0,0.085,4075.6,mtx,0.8,,,,,,,,,,
T40,380.9,3.64,0.077,-3.44,0.081,4075.9,mtx,0.5,,,,,,,,,,
T40,384.8,5.24,0.057,-2.74,0.222,4079.8,mtx,0.6,,,,,,,,,,
T40,385.7,5.14,0.075,-2.42,0.147,4080.7,mtx,1.5,,,217059.0,124618.0,151.0,1600.0,298.0,308.0,192.0,206.0
T40,387.1,5.42,0.069,-1.94,0.156,4082.1,mtx,0.3,,,,,,,,,,
T40,388.4,4.97,0.067,-3.39,0.155,4083.4,mtx,0.5,,,,,,,,,,
T40,390.8,5.08,0.119,-2.73,0.443,4085.8,mtx,0.1,,,,,,,,,,
T40,392.6,5.26,0.046,-2.97,0.236,4087.6,mtx,0.3,,,,,,,,,,
T40,394.7,4.32,0.067,-3.53,0.29,4089.7,mtx,2.1,,,,,,,,,,
T40,397.6,4.86,0.06,-2.13,0.134,4092.6,mtx,0.4,,,,,,,,,,
T40,398.5,4.77,0.042,-2.56,0.112,4093.5,mtx,0.9,,,,,,,,,,
T40,399.2,4.63,0.087,-2.48,0.162,4094.2,mtx,0.2,,,133388.0,80016.0,61.0,617.0,228.0,339.0,147.0,225.0
T40,400.9,4.8,0.08,-2.52,0.213,4095.9,mtx,0.4,,,,,,,,,,
T40,401.9,4.56,0.076,-3.17,0.146,4096.9,mtx,0.01,,,,,,,,,,
T40,404.0,4.19,0.081,-3.44,0.103,4099.0,mtx,0.01,,,,,,,,,,
T40,405.3,4.53,0.074,-3.44,0.086,4100.3,mtx,0.5,,,,,,,,,,
T40,409.6,2.02,0.082,-5.62,0.224,4104.6,mtx,0.3,,,,,,,,,,
T40,411.3,1.88,0.083,-3.71,0.329,4106.3,mtx,0.01,,,,,,,,,,
T40,411.85,2.03,0.056,-6.22,0.194,4106.85,mtx,0.0,,,,,,,,,,
T40,436.9,4.89,0.045,-6.6,0.147,4131.9,mtx,0.01,,,,,,,,,,
T40,438.2,6.58,0.096,-7.66,0.235,4133.2,mtx,0.1,,0.70645,335796.0,2388.0,287.0,1013.0,559.0,292.0,100.0,1391.0
T40,439.4,6.19,0.045,-7.98,0.232,4134.4,mtx,0.2,,,,,,,,,,
T40,440.6,5.8,0.098,-7.36,0.17,4135.6,mtx,0.1,,,,,,,,,,
T40,442.9,5.37,0.046,-5.25,0.089,4137.9,mtx,0.1,,,,,,,,,,
T40,444.9,5.43,0.115,-7.53,0.232,4139.9,mtx,0.01,,,,,,,,,,
T40,445.7,4.23,0.065,-8.13,0.144,4140.7,mtx,0.5,,,157796.0,936.0,125.0,461.0,296.0,52.0,32.0,498.0
T40,446.5,6.38,0.061,-6.38,0.102,4141.5,mtx,0.3,,,,,,,,,,
T40,447.8,5.95,0.065,-6.35,0.107,4142.8,mtx,0.2,,,,,,,,,,
T40,451.2,5.21,0.081,-7.03,0.263,4146.2,mtx,0.1,,,,,,,,,,
T40,451.9,5.98,0.056,-7.18,0.12,4146.9,mtx,0.1,,,,,,,,,,
T40,454.0,5.94,0.111,-7.48,0.139,4149.0,mtx,0.3,,,,,,,,,,
T40,456.1,7.14,0.07,-6.98,0.411,4151.1,mtx,0.1,,,,,,,,,,
T40,456.7,6.31,0.056,-7.74,0.117,4151.7,mtx,0.01,,,,,,,,,,
T40,457.5,6.53,0.059,-7.08,0.134,4152.5,mtx,0.01,,,,,,,,,,
T40,458.0,5.32,0.076,-8.43,0.144,4153.0,mtx,0.2,,,,,,,,,,
T40,460.1,4.37,0.051,-7.28,0.141,4155.1,mtx,0.1,,,,,,,,,,
T40,461.2,3.63,0.065,-8.38,0.111,4156.2,mtx,0.1,,,,,,,,,,
T40,462.3,5.66,0.067,-7.65,0.264,4157.3,mtx,0.1,,,,,,,,,,
T40,463.5,7.02,0.07,-7.9,0.226,4158.5,mtx,0.01,,,,,,,,,,
T40,465.1,3.89,0.083,-8.68,0.244,4160.1,mtx,0.01,,,,,,,,,,
T40,465.8,2.04,0.067,-8.63,0.132,4160.8,mtx,0.1,,,,,,,,,,
T40,467.0,3.21,0.067,-5.26,0.046,4162.0,mtx,0.0,,,,,,,,,,
T40,467.7,,,,,4162.7,mtx,0.01,,,,,,,,,,
T40,468.7,,,,,4163.7,mtx,0.0,,,,,,,,,,
T40,470.8,1.65,0.121,-7.67,0.64,4165.8,mtx,0.4,,,,,,,,,,
T40,471.8,0.79,0.061,-6.62,0.121,4166.8,mtx,0.01,,,241687.0,105125.0,288.0,14889.0,148.0,2940.0,149.0,319.0
T40,474.4,0.29,0.106,-7.22,0.127,4169.4,mtx,0.1,,,,,,,,,,
T40,474.7,-0.42,0.084,-7.97,0.2,4169.7,mtx,0.01,,,,,,,,,,
T40,482.7,-0.58,0.144,-10.5,0.334,4177.7,mtx,0.0,,0.70597,357017.0,3168.0,728.0,922.0,890.0,2434.0,199.0,3628.0
T40,484.1,-0.74,0.084,-10.27,0.135,4179.1,mtx,0.01,,,,,,,,,,
T40,484.7,-0.53,0.069,-9.92,0.018,4179.7,mtx,0.0,,,,,,,,,,
T40,485.8,1.47,0.064,-9.74,0.15,4180.8,mtx,0.2,,,,,,,,,,
T40,486.1,-2.97,0.033,-10.01,0.396,4181.1,mtx,0.1,,,,,,,,,,
T40,492.7,-2.81,0.081,-6.4,0.151,4187.7,mtx,0.01,,,,,,,,,,
T40,499.5,3.87,0.082,-9.86,0.132,4194.5,mtx,0.1,,,,,,,,,,
T40,501.2,1.3,0.073,-1.38,0.087,4196.2,mtx,0.01,,,,,,,,,,
T40,503.1,2.47,0.054,-5.05,0.105,4198.1,mtx,0.4,,,165358.0,95220.0,357.0,3677.0,636.0,467.0,99.0,246.0
T40,503.6,2.5,0.072,-5.4,0.159,4198.6,mtx,0.8,,,,,,,,,,
T40,503.9,2.31,0.106,-5.94,0.135,4198.9,mtx,0.5,,,,,,,,,,
T40,504.3,2.74,0.049,-3.58,0.147,4199.3,mtx,0.1,,,,,,,,,,
T40,539.2,,,,,4234.2,mtx,0.01,,,,,,,,,,
T40,539.5,,,,,4234.5,mtx,0.01,,,,,,,,,,
T41,159.0,2.02,0.1458,-9.53,0.3902,-306.0,mtx,0.1,,,,,,,,,,
T41,159.2,4.97,0.1093,-7.43,0.1466,-305.8,mtx,0.3,,,,,,,,,,
T41,167.0,2.5,0.0589,-8.85,0.1892,-298.0,mtx,0.01,,,,,,,,,,
T41,175.4,-3.73,0.0963,-12.61,0.2712,-289.6,mtx,0.1,,,,,,,,,,
T41,180.3,3.4,0.1306,-9.56,0.0942,-284.7,mtx,0.2,,,,,,,,,,
T41,180.4,2.81,0.0687,-9.34,0.1202,-284.6,mtx,0.1,,,,,,,,,,
T41,188.9,-0.62,0.0457,-15.93,0.5392,-276.1,mtx,0.01,,,,,,,,,,
T41,189.0,0.64,0.0864,-10.67,0.2511,-276.0,mtx,0.1,,,,,,,,,,
T41,195.0,-4.29,0.1514,-8.35,0.2184,-270.0,mtx,0.1,,,,,,,,,,
T41,198.6,-3.22,0.0784,-10.66,0.1155,-266.4,mtx,0.1,,,,,,,,,,
T41,237.5,-11.73,0.0625,-15.34,0.2003,-227.5,mtx,0.01,,,425192.0,5542.0,668.0,4817.0,166.0,6636.0,340.0,924.0
T41,238.2,-9.8,0.0473,-14.93,0.2281,-226.8,mtx,0.0,,,,,,,,,,
T41,242.5,-10.01,0.0475,-14.74,0.2167,-222.5,mtx,0.01,,,390215.0,3201.0,614.0,3517.0,72.0,6533.0,172.0,1709.0
T41,244.3,-7.87,0.0507,-14.41,0.2856,-220.7,mtx,0.1,,,,,,,,,,
T41,245.0,-8.39,0.065,-14.95,0.1985,-220.0,mtx,0.01,,,,,,,,,,
T41,245.8,-9.55,0.0808,-14.9,0.3269,-219.2,mtx,0.01,,,,,,,,,,
T41,246.1,-6.12,0.0549,-14.79,0.2059,-218.9,mtx,0.0,,,374122.0,2571.0,830.0,3112.0,317.0,7607.0,164.0,2202.0
T41,254.0,-7.79,0.0622,-14.0,0.2163,-211.0,mtx,0.01,,,,,,,,,,
T41,259.5,-7.99,0.0963,-14.45,0.2831,-205.5,mtx,0.1,,,,,,,,,,
T41,261.0,-5.9,0.1162,-13.76,0.2567,-204.0,mtx,0.01,,,382192.0,2493.0,1019.0,2966.0,797.0,6659.0,62.0,1374.0
T41,262.1,-11.86,0.0497,-13.83,0.1828,-202.9,mtx,0.01,,,406705.0,4175.0,650.0,3725.0,181.0,4328.0,142.0,1367.0
T41,263.5,-5.19,0.1148,-13.78,0.1554,-201.5,mtx,0.1,,,372510.0,2305.0,1073.0,2803.0,927.0,7872.0,70.0,1230.0
T41,265.3,-7.82,0.0528,-13.09,0.1456,-199.7,mtx,0.01,,,,,,,,,,
T41,286.1,-10.28,0.0572,-14.1,0.1062,-178.9,mtx,0.01,,,,,,,,,,
T41,286.9,-8.1,0.1467,-13.97,0.2608,-178.1,mtx,0.01,,,,,,,,,,
T41,287.8,-9.14,0.0666,-13.93,0.238,-177.2,mtx,0.01,,,,,,,,,,
T41,289.7,-8.32,0.1037,-14.0,0.267,-175.3,mtx,0.01,,,,,,,,,,
T41,289.9,-6.82,0.1286,-13.75,0.2157,-175.1,mtx,0.01,,,,,,,,,,
T41,312.9,-8.78,0.1367,-13.63,0.2347,-152.1,mtx,0.01,,,,,,,,,,
T41,315.1,-6.98,0.1382,-13.58,0.2904,-149.9,mtx,0.01,,,,,,,,,,
T41,321.7,-8.26,0.1275,-13.44,0.1363,-143.3,mtx,0.01,,,,,,,,,,
T41,326.3,-6.21,0.1618,-13.37,0.3337,-138.7,mtx,0.01,,,,,,,,,,
T41,331.4,-6.13,0.2382,-13.84,0.3449,-133.6,mtx,0.01,,,,,,,,,,
T41,338.5,-5.92,0.148,-13.13,0.2589,-126.5,mtx,0.01,,,,,,,,,,
T41,338.9,-6.64,0.1632,-11.94,0.1398,-126.1,mtx,0.01,,,,,,,,,,
T41,341.6,-6.1,0.2736,-11.64,0.1404,-123.4,mtx,0.0,,,,,,,,,,
T41,342.9,-4.98,0.1328,-13.05,0.1156,-122.1,mtx,0.01,,,,,,,,,,
T41,345.5,-4.95,0.0619,-13.19,0.1879,-119.5,mtx,0.0,,,,,,,,,,
T41,346.6,-4.25,0.0953,-13.01,0.0666,-118.4,mtx,0.01,,,,,,,,,,
T41,347.3,-4.73,0.1431,-13.14,0.1622,-117.7,mtx,0.1,,,,,,,,,,
T41,354.2,-6.21,0.1455,-12.77,0.1242,-110.8,mtx,0.0,,,,,,,,,,
T41,356.3,-3.96,0.1262,-12.79,0.2058,-108.7,mtx,0.1,,,,,,,,,,
T41,356.8,-4.32,0.1742,-13.35,0.1108,-108.2,mtx,0.1,,,,,,,,,,
T41,357.3,-4.21,0.2106,-12.94,0.3093,-107.7,mtx,0.0,,,,,,,,,,
T41,377.8,-5.1,0.1691,-12.5,0.168,-87.2,mtx,0.0,,,,,,,,,,
T41,390.8,-7.7,0.0868,-12.41,0.1208,-74.2,mtx,0.01,,,,,,,,,,
T41,392.1,-6.53,0.1462,-11.65,0.1867,-72.9,mtx,0.0,,,,,,,,,,
T41,395.5,-5.55,0.1218,-12.17,0.2459,-69.5,mtx,0.01,,,,,,,,,,
T41,397.0,-5.63,0.1508,-12.3,0.3573,-68.0,mtx,0.0,,,,,,,,,,
T41,399.0,-5.54,0.1323,-12.5,0.141,-66.0,mtx,0.01,,,,,,,,,,
T41,407.5,-4.65,0.1638,-11.78,0.2101,-57.5,mtx,0.1,,,,,,,,,,
T41,415.0,-5.14,0.1451,-12.52,0.2208,-50.0,mtx,0.1,,,,,,,,,,
T41,418.4,-5.49,0.0935,-12.21,0.1522,-46.6,mtx,0.0,,,,,,,,,,
T41,420.3,-5.67,0.2931,-12.87,0.3758,-44.7,mtx,0.01,,,,,,,,,,
T41,422.0,-4.94,0.056,-12.27,0.2508,-43.0,mtx,0.01,,,,,,,,,,
T41,423.8,-4.85,0.1381,-12.02,0.1454,-41.2,mtx,0.01,,,,,,,,,,
T41,429.9,-4.91,0.2007,-11.89,0.158,-35.1,mtx,0.0,,,388436.0,3291.0,534.0,772.0,63.0,387.0,39.0,1382.0
T41,434.2,-4.95,0.099,-12.12,0.2008,-30.8,mtx,0.1,,,,,,,,,,
T41,436.1,-4.82,0.1558,-11.37,0.2466,-28.9,mtx,0.01,,,,,,,,,,
T41,439.6,-4.59,0.1452,-10.66,0.2534,-25.4,mtx,0.01,,,,,,,,,,
T41,441.4,-4.31,0.1394,-12.08,0.2432,-23.6,mtx,0.01,,,,,,,,,,
T41,443.8,-4.86,0.072,-11.58,0.2513,-21.2,mtx,0.01,,,,,,,,,,
T41,449.8,-4.27,0.1529,-11.55,0.2035,-15.2,mtx,0.01,,,,,,,,,,
T41,450.8,-4.42,0.1061,-11.79,0.0757,-14.2,mtx,0.01,,,385173.0,8406.0,594.0,1581.0,89.0,984.0,6.0,1270.0
T41,454.9,,,,,-10.1,mtx,0.1,,,,,,,,,,
T41,458.0,-3.3,0.1103,-10.63,0.0961,-7.0,mtx,0.01,,,,,,,,,,
T41,459.5,-3.19,0.1124,-11.49,0.1187,-5.5,mtx,0.1,,,,,,,,,,
T41,471.2,-4.66,0.1064,-11.51,0.0609,6.2,mtx,0.2,,,,,,,,,,
T41,471.5,-4.74,0.1142,-11.94,0.169,6.5,mtx,0.01,,,384214.0,7986.0,681.0,1893.0,155.0,921.0,82.0,1489.0
T41,486.8,,,,,21.8,mtx,0.0,,,,,,,,,,
T42,19.6,-2.31,0.0491,-5.46,0.2805,3632.0,mtx,0.2,,,,,,,,,,
T42,20.2,-2.12,0.1888,-5.01,0.2045,3632.6,mtx,0.0,,,,,,,,,,
T42,22.2,-1.34,0.0996,-3.97,0.1552,3634.6,mtx,0.2,,,,,,,,,,
T42,23.3,-3.9,0.1238,-12.47,2.2679,3635.7,mtx,0.1,,,,,,,,,,
T42,23.9,0.95,0.0899,-2.97,0.1194,3636.3,mtx,0.7,,,,,,,,,,
T42,25.3,0.45,0.0489,-4.35,0.1844,3637.7,mtx,1.0,,,,,,,,,,
T42,30.0,-0.49,0.0797,-4.13,0.2456,3642.4,mtx,0.0,,,,,,,,,,
T42,31.1,-0.65,0.0266,-4.34,0.0933,3643.5,mtx,0.1,,,,,,,,,,
T42,33.3,-1.11,0.1151,-4.79,0.4505,3645.7,mtx,0.01,,,,,,,,,,
T42,34.1,-1.04,0.0747,-4.29,0.2773,3646.5,mtx,0.1,,,,,,,,,,
T42,34.5,-1.11,0.0782,-4.33,0.2724,3646.9,mtx,0.01,,,,,,,,,,
T42,36.2,-0.67,0.1305,-4.39,0.3481,3648.6,mtx,0.0,,,,,,,,,,
T42,36.8,-0.69,0.0522,-2.88,0.1341,3649.2,mtx,0.0,,,,,,,,,,
T42,37.5,-0.6,0.0602,-3.23,0.1328,3649.9,mtx,0.0,,,,,,,,,,
T42,39.1,-0.03,0.0927,-3.72,0.1858,3651.5,mtx,0.0,,,,,,,,,,
T42,40.1,-0.06,0.178,-5.34,0.1675,3652.5,mtx,0.0,,,,,,,,,,
T42,40.6,-0.1,0.1215,-4.59,0.2451,3653.0,mtx,0.0,,,,,,,,,,
T42,41.5,-0.55,0.0937,-3.38,0.2469,3653.9,mtx,0.0,,,,,,,,,,
T42,42.3,-0.19,0.1523,-3.88,0.2158,3654.7,mtx,0.0,,,,,,,,,,
T42,43.4,0.37,0.1391,-5.14,0.2087,3655.8,mtx,0.0,,,,,,,,,,
T42,44.1,0.48,0.1487,-5.86,0.2941,3656.5,mtx,0.0,,,,,,,,,,
T42,45.0,-0.01,0.0793,-3.41,0.2513,3657.4,mtx,0.0,,,,,,,,,,
T42,45.7,0.39,0.1143,-5.19,0.2773,3658.1,mtx,0.0,,,,,,,,,,
T42,47.0,0.13,0.0939,-5.74,0.2276,3659.4,mtx,0.0,,,,,,,,,,
T42,47.7,-0.0,0.1765,-4.85,0.2546,3660.1,mtx,0.0,,,,,,,,,,
T42,48.5,0.17,0.0951,-3.32,0.1648,3660.9,mtx,0.0,,,,,,,,,,
T42,48.7,0.34,0.0964,-2.53,0.1524,3661.1,mtx,0.0,,,,,,,,,,
T42,49.2,0.27,0.0634,-2.86,0.0823,3661.6,mtx,0.4,,,,,,,,,,
T42,49.7,0.38,0.1265,-2.83,0.1808,3662.1,mtx,0.9,,,,,,,,,,
T42,50.4,0.48,0.0957,-3.33,0.2724,3662.8,mtx,1.0,,,,,,,,,,
T42,50.6,1.11,0.0964,-2.18,0.1132,3663.0,mtx,0.8,,,,,,,,,,
T42,51.3,0.29,0.0445,-2.61,0.1788,3663.7,mtx,0.1,,,,,,,,,,
T42,52.5,0.65,0.1054,-2.46,0.2024,3664.9,mtx,0.0,,,,,,,,,,
T42,53.9,0.37,0.1189,-3.37,0.2055,3666.3,mtx,0.0,,,,,,,,,,
T42,55.1,0.5,0.059,-2.9,0.1452,3667.5,mtx,0.0,,,,,,,,,,
T42,56.0,0.39,0.0709,-2.54,0.2419,3668.4,mtx,0.0,,,,,,,,,,
T42,57.0,0.45,0.1087,-1.93,0.2267,3669.4,mtx,0.0,,,,,,,,,,
T42,57.8,0.63,0.0962,-1.97,0.1299,3670.2,mtx,0.0,,,,,,,,,,
T42,58.0,0.02,0.1314,-2.09,0.4882,3670.4,mtx,0.0,,,,,,,,,,
T42,58.6,-0.24,0.0948,-1.98,0.2666,3671.0,mtx,0.0,,,,,,,,,,
T42,59.9,-0.09,0.0497,-2.12,0.0916,3672.3,mtx,0.0,,,,,,,,,,
T42,60.7,0.05,0.0933,-2.11,0.2867,3673.1,mtx,0.5,,,,,,,,,,
T42,62.1,0.98,0.0608,-1.54,0.0568,3674.5,mtx,0.0,,,,,,,,,,
T42,63.1,0.88,0.0794,-2.46,0.1411,3675.5,mtx,0.0,,,,,,,,,,
T42,64.1,1.07,0.047,-0.93,0.2606,3676.5,mtx,0.0,,,,,,,,,,
T42,65.6,0.73,0.1063,-1.73,0.2312,3678.0,mtx,0.3,,,,,,,,,,
T42,66.4,-0.62,0.0772,-8.45,0.2352,3678.8,mtx,1.1,,,,,,,,,,
T42,67.2,-0.61,0.0585,-4.64,0.1863,3679.6,mtx,1.1,,,,,,,,,,
T42,69.3,-1.56,0.0105,-6.09,0.0927,3681.7,mtx,0.8,,,,,,,,,,
T42,76.3,-0.16,0.0886,-6.41,0.2001,3688.7,mtx,0.2,,,,,,,,,,
T42,78.9,-2.05,0.026,-6.28,0.063,3691.3,mtx,0.4,,,,,,,,,,
T42,82.2,0.12,0.0984,-1.95,0.1427,3694.6,mtx,0.3,,,,,,,,,,
T42,93.7,0.32,0.129,-1.36,0.3168,3706.1,mtx,0.3,,,,,,,,,,
T42,124.0,0.86,0.0917,-0.64,0.2104,3736.4,mtx,0.0,,,,,,,,,,
T42,125.5,,,,,3737.9,mtx,0.0,,,,,,,,,,
T42,126.0,0.79,0.0359,-0.84,0.1073,3738.4,mtx,0.0,,,,,,,,,,
T42,126.9,0.7,0.0655,-1.1,0.0888,3739.3,mtx,0.0,,,,,,,,,,
T42,127.2,2.45,0.1017,-0.93,0.1087,3739.6,mtx,0.01,,,,,,,,,,
T42,127.5,2.68,0.0803,-1.83,0.054,3739.9,mtx,0.3,,,,,,,,,,
T42,128.6,3.18,0.0485,-1.1,0.1245,3741.0,mtx,1.4,,,,,,,,,,
T42,129.5,2.87,0.1542,1.05,0.2471,3741.9,mtx,0.5,,,,,,,,,,
T42,130.3,2.31,0.0618,-2.98,0.0878,3742.7,mtx,0.01,,,,,,,,,,
T42,131.0,2.74,0.0796,-1.62,0.0729,3743.4,mtx,0.7,,,,,,,,,,
T42,131.5,2.62,0.0315,-1.46,0.0724,3743.9,mtx,1.2,,,,,,,,,,
T42,132.2,1.92,0.0469,-2.09,0.1808,3744.6,mtx,1.9,,,,,,,,,,
T42,133.0,2.13,0.0899,-2.39,0.0489,3745.4,mtx,2.7,,,,,,,,,,
T42,133.1,,,,,3745.5,mtx,2.8,,,,,,,,,,
T42,133.4,1.89,2.2926,-3.95,0.5956,3745.8,mtx,3.1,,,,,,,,,,
T42,134.2,3.54,0.1118,-0.61,0.0773,3746.6,mtx,3.9,,,,,,,,,,
T42,134.6,2.44,0.1421,0.01,0.1453,3747.0,mtx,4.3,,,,,,,,,,
T42,135.5,2.65,0.1203,-1.36,0.1332,3747.9,mtx,5.2,,,,,,,,,,
T42,136.1,3.14,0.1187,0.48,0.1139,3748.5,mtx,5.8,,,,,,,,,,
T42,136.5,3.31,0.1153,1.15,0.247,3748.9,mtx,6.2,,,,,,,,,,
T42,137.4,3.08,0.126,-0.22,0.2977,3749.8,mtx,7.1,,,,,,,,,,
T42,138.4,3.39,0.1704,-0.45,0.3917,3750.8,mtx,8.1,,,,,,,,,,
T42,138.9,3.52,0.1557,-0.69,0.2481,3751.3,mtx,8.6,,,,,,,,,,
T42,139.1,3.49,0.1406,-0.17,0.0912,3751.5,mtx,8.8,,,,,,,,,,
T42,139.3,2.88,0.1063,-0.34,0.0495,3751.7,mtx,9.0,,,,,,,,,,
T42,139.5,3.49,0.1298,-0.02,0.1527,3751.9,mtx,9.2,,,,,,,,,,
T42,139.8,1.7,0.109,-1.93,0.0714,3752.2,mtx,9.2,,,,,,,,,,
T42,141.4,3.39,0.1455,-0.96,0.0809,3753.8,mtx,7.6,,,,,,,,,,
T42,141.5,3.46,0.1512,0.06,0.1419,3753.9,mtx,7.5,,,,,,,,,,
T42,142.5,3.64,0.1443,-0.29,0.1639,3754.9,mtx,6.5,,,,,,,,,,
T42,143.3,3.48,0.1288,-0.45,0.1697,3755.7,mtx,5.7,,,,,,,,,,
T42,143.7,3.43,0.1329,0.01,0.0888,3756.1,mtx,5.3,,,,,,,,,,
T42,144.4,3.64,0.1694,0.43,0.2622,3756.8,mtx,4.6,,,,,,,,,,
T42,145.7,3.52,0.1693,0.02,0.255,3758.1,mtx,3.3,,,,,,,,,,
T42,146.6,3.3,0.1189,-0.25,0.0697,3759.0,mtx,2.4,,,,,,,,,,
T42,147.3,3.18,0.1378,-0.53,0.151,3759.7,mtx,1.7,,,,,,,,,,
T42,148.0,3.53,0.1541,0.58,0.1839,3760.4,mtx,1.0,,,,,,,,,,
T42,148.0,3.17,0.1541,-0.2,0.1738,3760.4,mtx,1.0,,,,,,,,,,
T42,148.2,3.51,0.0941,0.26,0.1,3760.6,mtx,0.8,,,,,,,,,,
T42,148.2,1.88,0.0981,-1.77,0.0857,3760.6,mtx,0.8,,,,,,,,,,
T42,149.1,3.06,0.1962,-0.12,0.1564,3761.5,mtx,0.0,,,,,,,,,,
T42,151.9,2.56,0.1559,-2.3,0.2815,3764.3,mtx,0.3,,,,,,,,,,
T42,153.4,1.38,0.1927,-2.41,0.3365,3765.8,mtx,0.6,,,,,,,,,,
T42,154.3,1.88,0.1185,-1.66,0.0833,3766.7,mtx,0.0,,,,,,,,,,
T42,156.1,1.65,0.1204,-1.03,0.1758,3768.5,mtx,0.0,,,,,,,,,,
T42,157.1,2.28,0.1167,-1.75,0.1019,3769.5,mtx,0.0,,,,,,,,,,
T42,157.4,2.39,0.1319,-1.71,0.1377,3769.8,mtx,0.0,,,,,,,,,,
T42,158.0,2.36,0.1454,-0.19,0.2297,3770.4,mtx,0.0,,,,,,,,,,
T42,158.4,1.72,0.1436,0.2,0.0721,3770.8,mtx,0.01,,,,,,,,,,
T42,159.0,1.68,0.1916,-1.28,0.1599,3771.4,mtx,0.0,,,,,,,,,,
T42,159.6,2.35,0.1636,0.07,0.2418,3772.0,mtx,0.0,,,,,,,,,,
T42,160.0,2.4,0.1608,-4.48,0.1817,3772.4,mtx,0.01,,,,,,,,,,
T42,165.9,3.44,0.1085,-2.98,0.1288,3778.3,mtx,0.01,,,,,,,,,,
T42,167.0,2.45,0.1351,-5.23,0.1878,3779.4,mtx,0.01,,,,,,,,,,
T42,173.1,-1.18,0.1363,-1.31,0.1608,3785.5,mtx,0.0,,,,,,,,,,
T42,173.5,0.49,0.154,-2.82,0.2267,3785.9,mtx,0.1,,,,,,,,,,
T42,174.7,-1.32,0.1108,-4.76,0.105,3787.1,mtx,0.01,,,,,,,,,,
T42,175.2,-0.8,0.1618,-7.29,0.2018,3787.6,mtx,0.01,,,,,,,,,,
T42,185.0,-11.05,0.1622,-7.0,0.0533,3797.4,mtx,0.1,,,251865.0,94549.0,398.0,428.0,25.0,1641.0,96.0,671.0
T42,198.8,2.64,0.204,-8.18,0.2796,3811.2,mtx,0.6,,,,,,,,,,
T42,199.6,3.88,0.1673,-6.25,0.2993,3812.0,mtx,1.4,,,,,,,,,,
