section,section_height,d13C,d13C_std,d18O,d18O_std,strat_m,mts_mtx,si_d,d44_40Ca,87Sr/86Sr,Ca_ppm,Mg_ppm,Al_ppm,Fe_ppm,K_ppm,Mn_ppm,Na_ppm,Sr_ppm
T1,1227.5,4.74,,-10.27,,747.1,mtx,1.0,,,,,,,,,,
T1,1231.5,5.61,,-12.1,,751.1,mtx,2.0,,,,,,,,,,
T1,1233.3,5.85,,-12.58,,752.9,mtx,1.5,,,,,,,,,,
T1,1235.0,6.0,,-11.7,,754.6,mtx,0.0,,,,,,,,,,
T1,1236.5,5.92,,-11.29,,756.1,mtx,0.1,,,,,,,,,,
T1,1240.8,6.13,,-12.32,,760.4,mtx,0.01,,,,,,,,,,
T1,1243.9,5.72,,-10.97,,763.5,mtx,0.1,,,,,,,,,,
T1,1246.7,4.81,,-9.86,,766.3,mtx,1.2,,,,,,,,,,
T10,10.3,-6.46,,-8.38,,2110.3,mtx,0.1,,,,,,,,,,
T10,18.1,3.49,,-5.03,,2118.1,mtx,0.01,,,,,,,,,,
T10,26.6,4.2,,-6.65,,2126.6,mtx,0.0,,,,,,,,,,
T10,40.9,-1.28,,-4.8,,2140.9,mtx,1.6,,,,,,,,,,
T10,43.3,4.02,,-5.64,,2143.3,mtx,3.7,,,,,,,,,,
T10,48.9,2.42,,-4.18,,2148.9,mtx,0.3,,,,,,,,,,
T10,82.3,-1.7,,-6.09,,2182.3,mtx,0.01,,,,,,,,,,
T10,84.9,1.27,,-2.68,,2184.9,mtx,0.1,,,,,,,,,,
T10,86.3,1.77,,-2.19,,2186.3,mtx,0.1,,,,,,,,,,
T10,92.1,1.79,,-4.91,,2192.1,mtx,0.9,,,,,,,,,,
T10,95.0,2.1,,-6.36,,2195.0,mtx,3.3,,,,,,,,,,
T10,96.8,2.85,,-4.28,,2196.8,mtx,1.5,,,,,,,,,,
T10,746.0,3.34,,-6.11,,2846.0,mtx,0.5,,,,,,,,,,
T10,750.1,3.11,,-5.86,,2850.1,mtx,0.4,,,,,,,,,,
T10,755.2,3.56,,-3.47,,2855.2,mtx,0.3,,,,,,,,,,
T10,762.9,2.75,,-3.07,,2862.9,mtx,0.1,,,,,,,,,,
T10,765.6,2.49,,-7.07,,2865.6,mtx,0.1,,,,,,,,,,
T10,770.9,0.84,,-6.71,,2870.9,mtx,0.2,,,,,,,,,,
T10,773.8,-2.54,,-7.8,,2873.8,mtx,0.4,,,,,,,,,,
T10,791.3,0.67,,-6.87,,2891.3,mtx,0.1,,,,,,,,,,
T10,833.0,-2.9,,-8.14,,2933.0,mtx,0.1,,,,,,,,,,
T10,836.6,-3.36,,-8.03,,2936.6,mtx,0.5,,,,,,,,,,
T10,855.8,-3.02,,-4.65,,2955.8,mtx,0.2,,,,,,,,,,
T10,857.7,-3.65,,-4.6,,2957.7,mtx,0.1,,,,,,,,,,
T10,862.8,-1.97,,-6.13,,2962.8,mtx,0.3,,,,,,,,,,
T10,867.0,-0.26,,-3.69,,2967.0,mtx,0.2,,,,,,,,,,
T10,870.4,0.4,,-3.41,,2970.4,mtx,0.1,,,,,,,,,,
T10,874.6,0.68,,-5.11,,2974.6,mtx,0.3,,,,,,,,,,
T10,878.0,0.79,,-4.15,,2978.0,mtx,0.1,,,,,,,,,,
T10,880.7,-0.05,,-4.61,,2980.7,mtx,0.1,,,,,,,,,,
T10,886.7,1.72,,-2.58,,2986.7,mtx,0.4,,,,,,,,,,
T10,890.2,2.54,,-1.73,,2990.2,mtx,0.3,,,,,,,,,,
T10,892.3,0.87,,-2.71,,2992.3,mtx,0.4,,,,,,,,,,
T10,899.7,0.21,,-4.89,,2999.7,mtx,0.1,,,,,,,,,,
T10,902.2,1.56,,-3.07,,3002.2,mtx,0.4,,,,,,,,,,
T10,905.8,1.07,,-4.84,,3005.8,mtx,0.2,,,,,,,,,,
T10,909.9,-0.03,,-5.43,,3009.9,mtx,0.3,,,,,,,,,,
T10,914.3,-1.1,,-5.83,,3014.3,mtx,0.1,,,,,,,,,,
T10,925.7,-0.3,,-5.97,,3025.7,mtx,0.1,,,,,,,,,,
T10,931.3,0.37,,-4.47,,3031.3,mtx,0.2,,,,,,,,,,
T10,937.9,0.93,,-3.19,,3037.9,mtx,0.01,,,,,,,,,,
T10,940.3,1.16,,-5.64,,3040.3,mtx,0.0,,,,,,,,,,
T10,942.5,2.43,,-2.99,,3042.5,mtx,0.3,,,,,,,,,,
T10,950.2,3.15,,-4.17,,3050.2,mtx,0.01,,,,,,,,,,
T10,953.2,3.02,,-2.77,,3053.2,mtx,0.1,,,,,,,,,,
T10,964.5,2.01,,-3.84,,3064.5,mtx,0.2,,,,,,,,,,
T10,966.6,1.95,,-3.57,,3066.6,mtx,0.01,,,,,,,,,,
T10,971.4,1.85,,-7.69,,3071.4,mtx,0.2,,,,,,,,,,
T10,983.3,5.01,,-0.14,,3083.3,mtx,0.5,,,,,,,,,,
T10,987.7,4.7,,-7.03,,3087.7,mtx,0.4,,,,,,,,,,
T10,991.5,4.95,,-0.71,,3091.5,mtx,0.3,,,,,,,,,,
T10,997.1,4.68,,-7.79,,3097.1,mtx,0.4,,,,,,,,,,
T10,1002.2,2.96,,-3.92,,3102.2,mtx,0.3,,,,,,,,,,
T10,1006.3,3.7,,-2.17,,3106.3,mtx,0.5,,,,,,,,,,
T11,3.1,,,,,,mtx,,,,,,,,,,,
T11,4.1,,,,,,mtx,,,,,,,,,,,
T11,5.7,,,,,,mtx,,,,,,,,,,,
T11,6.8,,,,,,mtx,,,,,,,,,,,
T11,9.0,,,,,,mtx,,,,,,,,,,,
T11,10.6,,,,,,mtx,,,,,,,,,,,
T11,11.1,,,,,,mtx,,,,,,,,,,,
T11,13.1,,,,,,mtx,,,,,,,,,,,
T11,13.8,,,,,,mtx,,,,,,,,,,,
T11,14.7,,,,,,mtx,,,,,,,,,,,
T11,15.4,,,,,,mtx,,,,,,,,,,,
T11,16.0,,,,,,mtx,,,,,,,,,,,
T11,16.8,,,,,,mtx,,,,,,,,,,,
T11,17.8,,,,,,mtx,,,,,,,,,,,
T14,1.2,,,,,,mtx,,,,,,,,,,,
T14,17.5,,,,,,mtx,,,,,,,,,,,
T14,21.3,,,,,,mtx,,,,,,,,,,,
T15,5.7,,,,,,mtx,,,,,,,,,,,
T15,12.0,,,,,,mtx,,,,,,,,,,,
T15,18.9,,,,,,mtx,,,,,,,,,,,
T15,26.6,,,,,,mtx,,,,,,,,,,,
T15,33.6,,,,,,mtx,,,,,,,,,,,
T15,43.4,,,,,,mtx,,,,,,,,,,,
T15,48.6,,,,,,mtx,,,,,,,,,,,
T15,55.2,,,,,,mtx,,,,,,,,,,,
T15,62.2,,,,,,mtx,,,,,,,,,,,
T15,68.4,,,,,,mtx,,,,,,,,,,,
T15,75.8,,,,,,mtx,,,,,,,,,,,
T15,82.4,,,,,,mtx,,,,,,,,,,,
T15,84.2,,,,,,mtx,,,,,,,,,,,
T15,88.5,,,,,,mtx,,,,,,,,,,,
T15,92.9,,,,,,mtx,,,,,,,,,,,
T15,98.2,,,,,,mtx,,,,,,,,,,,
T15,103.2,,,,,,mtx,,,,,,,,,,,
T16,4.0,-5.61,,-12.22,,-86.0,mtx,0.2,,,,,,,,,,
T16,6.6,-5.47,,-13.69,,-83.4,mtx,0.3,,,,,,,,,,
T16,9.0,-5.8,,-11.68,,-81.0,mtx,0.1,,,,,,,,,,
T16,22.3,-4.79,,-14.16,,-67.7,mtx,0.1,,,,,,,,,,
T16,25.5,-4.42,,-13.08,,-64.5,mtx,0.1,,,,,,,,,,
T16,27.7,-4.35,,-13.74,,-62.3,mtx,0.01,,,,,,,,,,
T16,37.5,-4.87,,-12.75,,-52.5,mtx,0.3,,,,,,,,,,
T16,39.3,-4.82,,-13.27,,-50.7,mtx,0.4,,,,,,,,,,
T16,45.6,-5.44,,-11.73,,-44.4,mtx,0.1,,,,,,,,,,
T16,54.6,-4.71,,-8.33,,-35.4,mtx,0.1,,,,,,,,,,
T16,86.9,-4.78,,-10.15,,-3.1,mtx,0.2,,,,,,,,,,
T16,91.8,-4.44,,-9.79,,1.8,mtx,0.1,,,,,,,,,,
T16,95.2,-4.0,,-9.3,,5.2,mtx,1.7,,,,,,,,,,
T16,98.2,-4.23,,-12.36,,8.2,mtx,0.6,,,,,,,,,,
T16,100.6,-3.44,,-8.36,,10.6,mtx,1.1,,,,,,,,,,
T16,104.1,-3.87,,-8.01,,14.1,mtx,0.3,,,,,,,,,,
T16,110.8,-3.67,,-7.76,,20.8,mtx,0.1,,,,,,,,,,
T16,115.0,-3.63,,-10.27,,25.0,mtx,0.2,,,,,,,,,,
T16,118.7,-3.51,,-12.35,,28.7,mtx,0.4,,,,,,,,,,
T16,123.4,,,,,33.4,mtx,0.1,,,,,,,,,,
T16,132.2,-3.61,,-6.54,,42.2,mtx,0.2,,,,,,,,,,
T16,136.5,-3.79,,-7.87,,46.5,mtx,0.1,,,,,,,,,,
T16,143.0,-3.41,,-12.31,,53.0,mtx,0.1,,,,,,,,,,
T16,150.0,-3.6,,-7.12,,60.0,mtx,0.2,,,,,,,,,,
T16,156.7,-3.24,,-11.46,,66.7,mtx,0.1,,,,,,,,,,
T16,179.7,-3.56,,-12.75,,89.7,mtx,0.7,,,,,,,,,,
T16,186.8,-3.23,,-11.98,,96.8,mtx,1.1,,,,,,,,,,
T16,190.7,-3.51,,-11.66,,100.7,mtx,0.1,,,,,,,,,,
T16,195.0,-2.93,,-12.39,,105.0,mtx,0.01,,,,,,,,,,
T16,196.8,-2.81,,-12.76,,106.8,mtx,0.4,,,,,,,,,,
T16,201.9,-3.7,,-11.61,,111.9,mtx,0.1,,,,,,,,,,
T16,225.1,,,,,135.1,mtx,0.1,,,,,,,,,,
T16,234.3,-3.53,,-13.0,,144.3,mtx,0.3,,,,,,,,,,
T16,239.5,-3.24,,-11.85,,149.5,mtx,1.2,,,,,,,,,,
T16,242.4,-3.9,,-11.24,,152.4,mtx,0.2,,,,,,,,,,
T16,246.3,-3.65,,-11.57,,156.3,mtx,0.1,,,,,,,,,,
T16,251.0,-2.71,,-12.45,,161.0,mtx,4.8,,,,,,,,,,
T16,254.9,-3.67,,-11.05,,164.9,mtx,3.6,,,,,,,,,,
T16,258.5,-3.71,,-12.29,,168.5,mtx,0.01,,,,,,,,,,
T16,261.3,-3.62,,-13.07,,171.3,mtx,0.01,,,,,,,,,,
T16,264.1,-3.76,,-11.16,,174.1,mtx,1.4,,,,,,,,,,
T16,266.9,-3.99,,-10.89,,176.9,mtx,4.2,,,,,,,,,,
T16,272.3,-4.07,,-12.24,,182.3,mtx,9.6,,,,,,,,,,
T16,275.6,-4.27,,-12.28,,185.6,mtx,6.8,,,,,,,,,,
T16,279.4,-3.9,,-12.3,,189.4,mtx,3.0,,,,,,,,,,
T16,282.4,-4.34,,-10.36,,192.4,mtx,0.01,,,,,,,,,,
T16,285.4,-3.88,,-13.03,,195.4,mtx,2.7,,,,,,,,,,
T16,289.0,-3.82,,-11.78,,199.0,mtx,6.3,,,,,,,,,,
T16,291.4,,,,,201.4,mtx,8.7,,,,,,,,,,
T16,294.8,-3.64,,-11.97,,204.8,mtx,9.3,,,,,,,,,,
T16,299.3,-3.7,,-10.79,,209.3,mtx,4.8,,,,,,,,,,
T16,303.1,-3.22,,-11.66,,213.1,mtx,1.0,,,,,,,,,,
T16,312.4,-2.77,,-11.88,,222.4,mtx,0.2,,,,,,,,,,
T16,315.2,-3.75,,-11.81,,225.2,mtx,3.0,,,,,,,,,,
T16,317.5,-3.48,,-12.81,,227.5,mtx,5.3,,,,,,,,,,
T16,322.0,-3.76,,-11.39,,232.0,mtx,8.8,,,,,,,,,,
T16,328.0,-3.94,,-12.65,,238.0,mtx,2.8,,,,,,,,,,
T16,330.8,-3.73,,-11.86,,240.8,mtx,0.01,,,,,,,,,,
T16,338.8,-4.15,,-11.78,,248.8,mtx,0.4,,,,,,,,,,
T16,346.2,,,,,256.2,mtx,2.8,,,,,,,,,,
T16,350.4,-2.6,,-12.72,,260.4,mtx,7.0,,,,,,,,,,
T16,353.6,-3.1,,-12.64,,263.6,mtx,10.2,,,,,,,,,,
T16,356.2,-2.69,,-12.27,,266.2,mtx,12.8,,,,,,,,,,
T16,360.4,-2.55,,-11.93,,270.4,mtx,17.0,,,,,,,,,,
T16,363.6,-3.08,,-10.78,,273.6,mtx,16.8,,,,,,,,,,
T16,367.8,-2.84,,-12.54,,277.8,mtx,12.6,,,,,,,,,,
T16,372.0,-2.25,,-12.83,,282.0,mtx,8.4,,,,,,,,,,
T16,376.2,-2.0,,-11.59,,286.2,mtx,4.2,,,,,,,,,,
T16,380.4,-2.62,,-12.4,,290.4,mtx,0.01,,,,,,,,,,
T16,384.7,-2.26,,-12.05,,294.7,mtx,1.2,,,,,,,,,,
T16,387.6,-2.22,,-10.8,,297.6,mtx,1.0,,,,,,,,,,
T16,390.3,-2.99,,-12.21,,300.3,mtx,0.5,,,,,,,,,,
T16,393.0,-3.81,,-8.64,,303.0,mtx,0.2,,,,,,,,,,
T16,396.1,-2.48,,-11.59,,306.1,mtx,2.5,,,,,,,,,,
T16,400.0,-4.18,,-11.54,,310.0,mtx,0.7,,,,,,,,,,
T16,422.6,-4.97,,-12.04,,332.6,mtx,0.5,,,,,,,,,,
T16,425.7,-5.42,,-12.13,,335.7,mtx,0.5,,,,,,,,,,
T16,430.7,-5.26,,-10.48,,340.7,mtx,0.0,,,,,,,,,,
T16,458.1,-5.51,,-11.17,,368.1,mtx,0.2,,,,,,,,,,
T16,493.8,-5.34,,-9.01,,403.8,mtx,0.1,,,,,,,,,,
T16,498.8,-4.83,,-9.54,,408.8,mtx,0.1,,,,,,,,,,
T16,506.1,-4.96,,-7.48,,416.1,mtx,0.2,,,,,,,,,,
T16,510.3,-5.31,,-7.72,,420.3,mtx,0.2,,,,,,,,,,
T17,3.0,,,,,,mtx,,,,,,,,,,,
T17,4.9,,,,,,mtx,,,,,,,,,,,
T17,8.7,,,,,,mtx,,,,,,,,,,,
T17,10.2,,,,,,mtx,,,,,,,,,,,
T17,15.3,,,,,,mtx,,,,,,,,,,,
T17,17.8,,,,,,mtx,,,,,,,,,,,
T17,19.5,,,,,,mtx,,,,,,,,,,,
T18,277.9,-7.18,,-11.52,,-22.1,mtx,0.0,,,,,,,,,,
T18,279.7,-4.11,,-12.62,,-20.3,mtx,0.01,,,,,,,,,,
T18,282.2,-5.11,,-10.09,,-17.8,mtx,0.0,,,,,,,,,,
T18,286.3,-4.64,,-11.84,,-13.7,mtx,0.01,,,,,,,,,,
T18,290.6,-4.58,,-13.36,,-9.4,mtx,0.1,,,,,,,,,,
T18,300.6,-4.26,,-13.21,,0.6,mtx,0.01,,,,,,,,,,
T18,306.1,-5.18,,-11.51,,6.1,mtx,0.0,,,,,,,,,,
T18,306.9,-2.95,,-13.11,,6.9,mtx,0.01,,,,,,,,,,
T18,309.8,-3.3,,-10.6,,9.8,mtx,0.1,,,,,,,,,,
T18,313.5,-3.21,,-13.16,,13.5,mtx,0.0,,,,,,,,,,
T18,318.0,-3.73,,-11.49,,18.0,mtx,0.01,,,,,,,,,,
T18,321.3,-2.99,,-12.44,,21.3,mtx,0.5,,,,,,,,,,
T18,323.9,-2.76,,-12.83,,23.9,mtx,0.01,,,,,,,,,,
T18,325.6,-2.58,,-13.1,,25.6,mtx,1.6,,,,,,,,,,
T18,330.9,-3.09,,-9.75,,30.9,mtx,0.0,,,,,,,,,,
T18,334.2,-2.45,,-12.83,,34.2,mtx,1.3,,,,,,,,,,
T18,336.4,-3.44,,-11.98,,36.4,mtx,0.1,,,,,,,,,,
T18,338.6,-2.91,,-12.36,,38.6,mtx,0.0,,,,,,,,,,
T18,343.1,-3.45,,-9.96,,43.1,mtx,0.01,,,,,,,,,,
T18,346.1,-2.58,,-12.54,,46.1,mtx,3.0,,,,,,,,,,
T18,348.5,-3.52,,-12.14,,48.5,mtx,2.1,,,,,,,,,,
T18,352.4,-3.92,,-10.59,,52.4,mtx,0.0,,,,,,,,,,
T18,355.6,-3.0,,-9.5,,55.6,mtx,0.01,,,,,,,,,,
T18,358.8,-3.62,,-12.66,,58.8,mtx,0.0,,,,,,,,,,
T18,369.4,-2.62,,-11.73,,69.4,mtx,1.0,,,,,,,,,,
T18,372.1,-3.09,,-11.85,,72.1,mtx,0.01,,,,,,,,,,
T18,373.6,-2.68,,-13.04,,73.6,mtx,1.5,,,,,,,,,,
T18,376.6,-2.96,,-13.1,,76.6,mtx,0.2,,,,,,,,,,
T18,379.6,-3.18,,-11.87,,79.6,mtx,0.0,,,,,,,,,,
T18,387.2,-4.27,,-12.36,,87.2,mtx,0.0,,,,,,,,,,
T18,390.4,-3.72,,-11.25,,90.4,mtx,0.0,,,,,,,,,,
T18,392.8,-3.62,,-11.14,,92.8,mtx,0.0,,,,,,,,,,
T18,396.0,-3.69,,-12.04,,96.0,mtx,0.0,,,,,,,,,,
T18,398.8,-2.92,,-10.94,,98.8,mtx,0.0,,,,,,,,,,
T18,400.6,-3.62,,-11.35,,100.6,mtx,0.0,,,,,,,,,,
T18,403.8,-2.75,,-11.69,,103.8,mtx,0.0,,,,,,,,,,
T18,406.8,-3.1,,-11.53,,106.8,mtx,1.9,,,,,,,,,,
T18,409.3,-3.62,,-11.89,,109.3,mtx,0.01,,,,,,,,,,
T18,411.9,-3.27,,-11.03,,111.9,mtx,0.0,,,,,,,,,,
T18,415.3,-3.6,,-11.2,,115.3,mtx,0.4,,,,,,,,,,
T18,418.0,-4.01,,-9.65,,118.0,mtx,0.0,,,,,,,,,,
T18,431.9,-4.07,,-11.61,,131.9,mtx,0.0,,,,,,,,,,
T18,434.5,-3.89,,-11.19,,134.5,mtx,0.0,,,,,,,,,,
T18,436.4,-4.84,,-11.18,,136.4,mtx,0.0,,,,,,,,,,
T18,444.2,-3.43,,-11.36,,144.2,mtx,0.2,,,,,,,,,,
T18,445.4,-3.3,,-11.26,,145.4,mtx,0.01,,,,,,,,,,
T18,448.2,-4.32,,-9.15,,148.2,mtx,0.0,,,,,,,,,,
T18,451.2,-4.43,,-10.57,,151.2,mtx,0.01,,,,,,,,,,
T18,453.6,-5.15,,-12.4,,153.6,mtx,0.0,,,,,,,,,,
T18,456.0,-5.26,,-9.43,,156.0,mtx,0.0,,,,,,,,,,
T18,460.2,-5.16,,-8.6,,160.2,mtx,0.0,,,,,,,,,,
T18,462.4,-4.72,,-11.61,,162.4,mtx,0.0,,,,,,,,,,
T18,466.0,-4.47,,-11.81,,166.0,mtx,0.0,,,,,,,,,,
T18,468.4,-5.74,,-10.08,,168.4,mtx,0.0,,,,,,,,,,
T18,470.9,-5.12,,-8.17,,170.9,mtx,0.01,,,,,,,,,,
T18,474.9,-5.03,,-9.39,,174.9,mtx,0.0,,,,,,,,,,
T18,477.8,-5.18,,-9.61,,177.8,mtx,0.1,,,,,,,,,,
T18,480.7,-5.08,,-9.26,,180.7,mtx,0.0,,,,,,,,,,
T18,484.7,-5.0,,-8.89,,184.7,mtx,0.0,,,,,,,,,,
T18,488.2,-5.52,,-8.15,,188.2,mtx,0.0,,,,,,,,,,
T18,491.0,-5.31,,-7.88,,191.0,mtx,0.0,,,,,,,,,,
T18,493.7,-5.26,,-12.02,,193.7,mtx,0.0,,,,,,,,,,
T18,539.7,-5.38,,-11.8,,239.7,mtx,0.0,,,,,,,,,,
T18,541.7,-4.97,,-11.49,,241.7,mtx,0.7,,,,,,,,,,
T18,542.6,-4.73,,-12.31,,242.6,mtx,0.01,,,,,,,,,,
T18,545.6,-4.93,,-11.44,,245.6,mtx,0.0,,,,,,,,,,
T18,549.2,-4.06,,-12.55,,249.2,mtx,0.1,,,,,,,,,,
T18,561.6,-3.54,,-12.83,,261.6,mtx,0.01,,,,,,,,,,
T18,563.0,-4.44,,-11.98,,263.0,mtx,1.0,,,,,,,,,,
T18,564.6,-4.38,,-12.11,,264.6,mtx,0.0,,,,,,,,,,
T18,618.9,,,,,318.9,mtx,0.0,,,,,,,,,,
T18,623.5,-3.91,,-8.2,,323.5,mtx,0.01,,,,,,,,,,
T18,630.5,-5.76,,-11.72,,330.5,mtx,0.0,,,,,,,,,,
T18,635.3,-6.13,,-11.91,,335.3,mtx,0.4,,,,,,,,,,
T18,642.6,-5.47,,-11.53,,342.6,mtx,0.1,,,,,,,,,,
T18,648.2,-6.47,,-12.0,,348.2,mtx,0.3,,,,,,,,,,
T18,652.1,-6.39,,-11.55,,352.1,mtx,0.0,,,,,,,,,,
T18,664.8,-5.59,,-12.05,,364.8,mtx,0.0,,,,,,,,,,
T18,680.6,-5.34,,-11.88,,380.6,mtx,0.0,,,,,,,,,,
T18,682.2,-5.07,,-11.9,,382.2,mtx,0.1,,,,,,,,,,
T18,697.1,-4.89,,-11.33,,397.1,mtx,0.0,,,,,,,,,,
T18,698.4,-5.96,,-11.32,,398.4,mtx,0.01,,,,,,,,,,
T18,707.5,-4.9,,-10.8,,407.5,mtx,0.01,,,,,,,,,,
T18,710.6,-6.49,,-12.05,,410.6,mtx,0.0,,,,,,,,,,
T18,713.1,-5.33,,-11.47,,413.1,mtx,0.1,,,,,,,,,,
T18,715.7,-5.31,,-11.23,,415.7,mtx,0.0,,,,,,,,,,
T18,719.7,-5.46,,-11.09,,419.7,mtx,0.1,,,,,,,,,,
T18,725.2,-4.11,,-11.76,,425.2,mtx,0.3,,,,,,,,,,
T18,725.8,-4.15,,-11.83,,425.8,mtx,0.01,,,,,,,,,,
T18,728.6,-3.64,,-12.23,,428.6,mtx,0.1,,,,,,,,,,
T18,730.9,-4.16,,-11.91,,430.9,mtx,0.01,,,,,,,,,,
T18,732.5,,,,,432.5,mtx,0.2,,,,,,,,,,
T22,44.3,4.12,,-6.21,,2124.3,mtx,0.2,,,,,,,,,,
T22,44.8,4.38,,-6.13,,2124.8,mtx,0.2,,,,,,,,,,
T22,45.5,4.69,,-6.59,,2125.5,mtx,0.5,,,,,,,,,,
T22,46.7,4.07,,-6.29,,2126.7,mtx,0.1,,,,,,,,,,
T22,50.0,3.73,,-4.95,,2130.0,mtx,0.01,,,,,,,,,,
T22,50.2,5.32,,-4.42,,2130.2,mtx,0.01,,,,,,,,,,
T22,56.8,0.52,,-5.7,,2136.8,mtx,0.0,,,,,,,,,,
T22,59.1,1.82,,-5.27,,2139.1,mtx,0.01,,,,,,,,,,
T22,59.7,0.52,,-6.04,,2139.7,mtx,0.01,,,,,,,,,,
T22,62.0,1.99,,-5.47,,2142.0,mtx,0.1,,,,,,,,,,
T22,68.2,-1.0,,-8.09,,2148.2,mtx,0.0,,,,,,,,,,
T22,68.9,-0.2,,-5.71,,2148.9,mtx,0.01,,,,,,,,,,
T22,70.9,-0.85,,-5.49,,2150.9,mtx,0.01,,,,,,,,,,
T22,73.6,-0.42,,-5.6,,2153.6,mtx,0.0,,,,,,,,,,
T22,75.3,-1.6,,-5.1,,2155.3,mtx,0.01,,,,,,,,,,
T22,81.4,-1.94,,-5.71,,2161.4,mtx,0.01,,,,,,,,,,
T22,84.7,0.23,,-5.52,,2164.7,mtx,0.01,,,,,,,,,,
T22,86.3,0.32,,-5.7,,2166.3,mtx,0.0,,,,,,,,,,
T22,91.7,-0.39,,-6.22,,2171.7,mtx,0.01,,,,,,,,,,
T22,96.4,-0.64,,-5.97,,2176.4,mtx,0.0,,,,,,,,,,
T22,100.7,-1.64,,-5.9,,2180.7,mtx,0.01,,,,,,,,,,
T22,104.0,-1.45,,-5.07,,2184.0,mtx,0.1,,,,,,,,,,
T22,529.8,2.25,,-3.87,,2609.8,mtx,0.1,,,,,,,,,,
T22,531.1,2.06,,-3.69,,2611.1,mtx,1.4,,,,,,,,,,
T22,532.5,2.17,,-3.71,,2612.5,mtx,0.6,,,,,,,,,,
T22,562.1,2.21,,-2.93,,2642.1,mtx,0.2,,,,,,,,,,
T22,563.5,2.47,,-3.58,,2643.5,mtx,0.2,,,,,,,,,,
T22,566.0,3.11,,-5.99,,2646.0,mtx,0.1,,,,,,,,,,
T22,569.1,3.18,,-5.79,,2649.1,mtx,0.2,,,,,,,,,,
T22,578.1,4.67,,-4.62,,2658.1,mtx,0.01,,,,,,,,,,
T22,580.3,3.2,,-3.66,,2660.3,mtx,0.5,,,,,,,,,,
T22,583.1,3.82,,-3.17,,2663.1,mtx,0.6,,,,,,,,,,
T22,583.8,3.2,,-3.66,,2663.8,mtx,0.4,,,,,,,,,,
T22,591.3,1.97,,-3.63,,2671.3,mtx,0.1,,,,,,,,,,
T22,592.5,1.39,,-4.06,,2672.5,mtx,0.1,,,,,,,,,,
T22,595.3,1.37,,-8.78,,2675.3,mtx,0.7,,,,,,,,,,
T22,595.7,1.46,,-7.43,,2675.7,mtx,0.3,,,,,,,,,,
T22,602.0,1.37,,-7.41,,2682.0,mtx,0.9,,,,,,,,,,
T22,602.7,2.97,,-3.36,,2682.7,mtx,1.6,,,,,,,,,,
T22,608.7,1.67,,-6.55,,2688.7,mtx,0.01,,,,,,,,,,
T22,609.5,1.69,,-6.54,,2689.5,mtx,0.6,,,,,,,,,,
T22,613.5,1.83,,-6.57,,2693.5,mtx,0.1,,,,,,,,,,
T22,615.6,2.65,,-6.22,,2695.6,mtx,0.2,,,,,,,,,,
T22,618.1,2.34,,-4.13,,2698.1,mtx,0.3,,,,,,,,,,
T22,619.3,2.87,,-1.04,,2699.3,mtx,1.5,,,,,,,,,,
T22,621.6,2.58,,-1.18,,2701.6,mtx,3.8,,,,,,,,,,
T22,622.9,2.73,,-1.84,,2702.9,mtx,4.2,,,,,,,,,,
T22,625.1,2.56,,-2.55,,2705.1,mtx,2.0,,,,,,,,,,
T22,626.6,2.59,,-3.4,,2706.6,mtx,0.5,,,,,,,,,,
T22,643.7,,,,,2723.7,mtx,0.4,,,,,,,,,,
T22,653.5,,,,,2733.5,mtx,0.3,,,,,,,,,,
T22,656.5,,,,,2736.5,mtx,0.2,,,,,,,,,,
T22,669.3,,,,,2749.3,mtx,0.2,,,,,,,,,,
T22,672.3,0.44,,-4.13,,2752.3,mtx,0.2,,,,,,,,,,
T22,674.8,0.54,,-4.46,,2754.8,mtx,0.1,,,,,,,,,,
T22,678.2,1.2,,-4.04,,2758.2,mtx,0.1,,,,,,,,,,
T22,682.7,0.51,,-4.19,,2762.7,mtx,0.1,,,,,,,,,,
T22,685.0,1.63,,-4.15,,2765.0,mtx,0.4,,,,,,,,,,
T22,687.5,1.89,,-3.86,,2767.5,mtx,0.8,,,,,,,,,,
T22,690.6,,,,,2770.6,mtx,0.7,,,,,,,,,,
T22,695.2,0.95,,-4.14,,2775.2,mtx,0.2,,,,,,,,,,
T22,700.3,,,,,2780.3,mtx,0.8,,,,,,,,,,
T22,702.3,,,,,2782.3,mtx,0.7,,,,,,,,,,
T22,709.2,,,,,2789.2,mtx,0.2,,,,,,,,,,
T22,710.2,1.88,,-3.67,,2790.2,mtx,0.3,,,,,,,,,,
T22,712.4,,,,,2792.4,mtx,0.2,,,,,,,,,,
T22,715.5,1.14,,-3.93,,2795.5,mtx,0.4,,,,,,,,,,
T22,718.5,1.12,,-5.18,,2798.5,mtx,0.6,,,,,,,,,,
T22,721.1,0.73,,-5.74,,2801.1,mtx,0.2,,,,,,,,,,
T22,723.2,0.77,,-4.24,,2803.2,mtx,0.2,,,,,,,,,,
T22,727.4,,,,,2807.4,mtx,0.7,,,,,,,,,,
T22,728.2,,,,,2808.2,mtx,1.5,,,,,,,,,,
T22,730.1,1.81,,-3.73,,2810.1,mtx,0.2,,,,,,,,,,
T22,732.8,,,,,2812.8,mtx,0.1,,,,,,,,,,
T22,735.0,2.07,,-3.23,,2815.0,mtx,0.1,,,,,,,,,,
T22,737.7,1.25,,-3.96,,2817.7,mtx,0.1,,,,,,,,,,
